1.539341653318336382e-02,1.160238654866512301e-02,3.044968706629196387e-01,-1.022128936491833485e-02,8.248600689707200452e-04,1.559952020124979244e+00,3.622545239757425650e-02,2.002437918011702733e-02,6.187204643007638422e-03,1.843035137635533338e-02,-2.553488526725497532e-02,-5.733020557019087235e-04,1.629795952013586915e-02,1.898664061179569651e-02,2.589499156971466487e-01,-1.022142471932424678e-08,-2.539669668973280839e-10,-6.982946631445322572e-01,8.811420766132810334e-03,-1.395999785109121483e+00,-1.395999814930913185e+00,-2.471502714803511802e-01,-8.063447033360843230e-03,1.257832309047066490e-05,9.429001058872035212e-01,1.745000132627454459e+00,3.449998777899772051e-01,-1.984860367834789465e-08,-4.589160948617314606e-01,8.814505714931752944e-03,1.395999920493668611e+00,1.396000117418558339e+00,-5.739554259668798730e-01,-8.826674619215843162e-03,1.895083250618427611e-05,1.033488145429956484e+00,1.745000133397135000e+00,-3.449998444515006146e-01,1.982634772900270422e-08
1.954023220284916221e-02,1.422237752566492611e-02,3.049218553656009578e-01,-1.106761597451349360e-02,-3.244432933511262650e-04,1.559940708047873104e+00,1.027371115489664755e-01,6.426242811320209691e-02,1.049648540046023773e-02,2.850133516929467814e-02,-2.146866534210765259e-02,-2.775079761081507669e-04,1.941951022181181638e-02,2.088029215559812635e-02,2.592150691166429377e-01,-2.146371448511358403e-08,-6.283679215808794741e-10,-7.037773915631951871e-01,-1.631142020740031229e-02,-1.395999810347606562e+00,-1.395999908486443619e+00,-2.206971827455570523e-01,1.676223216380721970e-02,3.502123721508130691e-06,9.229413730766535817e-01,1.745000148610161839e+00,3.449998958873742860e-01,5.166633437313699356e-08,-4.749472948501287650e-01,-1.631030575882835842e-02,1.395999884350847431e+00,1.396000028815888250e+00,-5.563712921677282930e-01,1.630120410566335970e-02,1.319580512620092987e-05,1.031695623803280393e+00,1.745000148946943552e+00,-3.449998237795776079e-01,-5.225264038245426436e-08
2.530901015814766147e-02,1.811565863986355773e-02,3.054770462550695509e-01,-1.042233181087743807e-02,-5.786677753110021881e-04,1.559938185609725636e+00,1.449165660246325982e-01,9.704853595172584224e-02,1.386092519254946039e-02,6.530378379665167238e-03,1.606215162336327440e-02,-5.577641274476642739e-05,2.380788950985006716e-02,2.370462589742730955e-02,2.595373884292055955e-01,-2.682663437106752690e-08,-7.199941837139837933e-10,-7.078664233890069601e-01,-4.778369267346596616e-02,-1.395999829451060492e+00,-1.395999960588419686e+00,-1.828289943782993587e-01,4.805595710867915926e-02,4.350789131611670002e-07,8.893732712232409465e-01,1.745000152984470088e+00,3.449998970365038553e-01,-5.988141000158115606e-08,-4.945649777346903253e-01,-4.778365494618569409e-02,1.395999866185848148e+00,1.395999980059729140e+00,-5.298263557100448828e-01,4.777656208717073749e-02,8.833906187269355552e-06,1.024620345020815337e+00,1.745000151926996423e+00,-3.449998223127014318e-01,5.877689051963060795e-08
3.002950027862366644e-02,2.248623662550278818e-02,3.056060818878261753e-01,-1.134757185655596058e-02,-2.702043110561983073e-03,1.560026698275317258e+00,1.169923887603710744e-01,1.069698921106158607e-01,2.991939940756364186e-03,5.283116862882319964e-02,-2.370366971103309711e-02,2.174873570463498832e-03,2.712921897440780106e-02,2.694349816641370896e-02,2.595728635124846528e-01,-1.878219377333612538e-08,-3.032085562461271251e-10,-7.283156448278832462e-01,-8.506637787917617488e-02,-1.395999852977301892e+00,-1.395999979533007807e+00,-1.537026312875606204e-01,8.522883043077343623e-02,5.770855551622027435e-07,8.812259148814447496e-01,1.745000145590597018e+00,3.449998765812166135e-01,7.898144155940768584e-08,-5.167364472656725827e-01,-8.386745855611060785e-02,1.395999861787781349e+00,1.395999957246353063e+00,-4.927036511564956145e-01,7.706567055518441511e-02,4.915444383349274187e-06,1.009177184074232736e+00,1.745000146524068541e+00,-3.449998465043510043e-01,-7.962230380749061421e-08
3.372122355110568348e-02,2.640373135949457967e-02,3.058478531507276554e-01,-3.393229710893138837e-03,-4.076791018088474911e-03,1.560030285302094422e+00,1.009110807098681645e-01,9.635248995060939625e-02,5.960920022771638502e-03,3.650794487274038047e-02,1.984769091636678640e-01,7.636926671023129033e-04,2.953764229741216024e-02,3.036258227334350662e-02,2.600517959344929575e-01,-1.228654525042645386e-08,-1.964138461673073930e-10,-7.665773227984166160e-01,-1.174344121023115639e-01,-1.395999864450913286e+00,-1.395999992641393295e+00,-1.698144915256959986e-01,1.175317710398152971e-01,3.945803895154291951e-07,9.358990392064876485e-01,1.745000137275898755e+00,3.449998571989901230e-01,-8.446807636094776129e-08,-5.360406621849727049e-01,-1.131189611346817281e-01,1.395999865779036675e+00,1.395999950242538645e+00,-4.624259256898936576e-01,8.824013431998760371e-02,3.031751928886314556e-06,9.983092503594337419e-01,1.745000129947159806e+00,-3.449998662067373933e-01,8.063212618320403895e-08
3.722317040721943165e-02,2.969198376471230208e-02,3.053693236581040416e-01,1.699972052503260101e-03,-4.133898328418827289e-03,1.560041488746728655e+00,9.307755341558186790e-02,8.208481649760769605e-02,-1.196470739753860597e-02,2.797692352653056991e-03,1.273065127311611699e-01,8.028194960095374512e-04,3.193664789825145789e-02,3.455913111445940711e-02,2.601496821690981731e-01,-8.058750721574860082e-09,-5.992796979196640033e-11,-8.007378837311026620e-01,-1.480568539701056230e-01,-1.395999872907397688e+00,-1.395999998721733970e+00,-2.706266102672933438e-01,1.481152567870702152e-01,3.701199371851409325e-07,1.071452007762214942e+00,1.745000122808313403e+00,3.449998628146179191e-01,9.501782550939837304e-08,-5.548235042522631222e-01,-1.374701087647794417e-01,1.395999863320503742e+00,1.395999941943495415e+00,-4.434570891787223967e-01,1.017445404562463407e-01,1.573907366483815178e-06,9.981861332286723343e-01,1.745000121006340166e+00,-3.449998670998656314e-01,8.181500786503080322e-08
4.006401783911211351e-02,3.202494037244751901e-02,3.045412014830102265e-01,6.436750902573934625e-03,-3.009392188546975832e-03,1.559987089749483635e+00,7.616994015584026279e-02,5.948851973026769019e-02,-2.060350856804822606e-02,-2.683424950556299524e-02,1.187151787550237009e-01,-9.370226298098943696e-04,3.401957925982745240e-02,3.857237244448559477e-02,2.599880795823240054e-01,-2.923531441979906364e-09,1.195663633900943003e-10,-7.928434133170888520e-01,-1.696326257352502032e-01,-1.395999878992373766e+00,-1.396000000887565040e+00,-3.985566639544406153e-01,1.696675930920872599e-01,2.846697133994418238e-07,1.191485107687650036e+00,1.745000113226607308e+00,3.449998583848289391e-01,-9.624138384951989653e-08,-5.700939041961128328e-01,-1.540812203992084073e-01,1.395999864108800281e+00,1.395999938664505891e+00,-4.364746748565642154e-01,1.114474524542668210e-01,7.684106100774165606e-07,1.006911583477502425e+00,1.745000112291031691e+00,-3.449998731438673749e-01,-1.041310808837476898e-07
4.194671508505119772e-02,3.361359541858032624e-02,3.036045817175519468e-01,1.020238793951458445e-02,-1.342749993197019705e-03,1.559990036517927114e+00,5.117450740869260162e-02,4.148088770806362957e-02,-2.327348364539665385e-02,-4.064619887540231458e-02,9.458565703671990843e-02,2.785267099844140025e-04,3.551426122224875942e-02,4.213148223366753459e-02,2.596667008237286689e-01,-1.270841151163795230e-10,2.389495711570213472e-10,-7.369205142611269244e-01,-1.809792907291364605e-01,-1.395999883368881811e+00,-1.396000000619200154e+00,-5.253595714302627950e-01,1.810002046758110161e-01,2.078679919724528901e-07,1.262332583605092262e+00,1.745000109994244486e+00,3.449998515708964097e-01,-9.319083996253857073e-08,-5.832563823296850192e-01,-1.632482318828479273e-01,1.395999864035596616e+00,1.395999935629548716e+00,-4.366851756704062115e-01,1.168693451551874596e-01,3.297010809282660483e-07,1.020147057106354893e+00,1.745000110404741456e+00,-3.449998788777056680e-01,9.311978305712965552e-08
4.279265542055007976e-02,3.500203653292481565e-02,3.028899915368072904e-01,1.321883622572471613e-02,1.460111516092787694e-04,1.560041675535272176e+00,2.444523849851864411e-02,3.629210463278296356e-02,-1.774841683291958350e-02,-3.640391949376146907e-02,7.580812065550776579e-02,1.336099238307270932e-03,3.628282424290659586e-02,4.520935116903766066e-02,2.593193278568344806e-01,-1.033005675106854157e-09,3.389294468843056956e-10,-6.482059027780324723e-01,-1.821875727502461351e-01,-1.395999885317725564e+00,-1.396000000522997997e+00,-6.207394804268913102e-01,1.822000472025028517e-01,1.389873023759129666e-07,1.268580518264161627e+00,1.745000114675118619e+00,3.449998444236545003e-01,1.145397608309532393e-07,-5.947538039506918839e-01,-1.659485661975810822e-01,1.395999862139886361e+00,1.395999931906684033e+00,-4.364115883373812510e-01,1.173225512298723405e-01,1.444355748807943309e-07,1.030888438627000525e+00,1.745000115683764452e+00,-3.449998822700871548e-01,-1.118055345468359400e-07
4.227403360150657624e-02,3.714468175004512207e-02,3.026843001129887467e-01,1.287105828959634636e-02,-9.539316732065877911e-05,1.560026082696967187e+00,-1.334743620707160711e-02,5.330798209038498103e-02,-5.162279463023222714e-03,5.941186740787224307e-03,-8.758896296521684333e-03,-3.896009098913457910e-04,3.605358854221711595e-02,4.830276619325112736e-02,2.588797445138992237e-01,-5.638288052774517398e-09,5.676877792169850074e-10,-5.390344502313417774e-01,-1.701126937249845261e-01,-1.395999887084460767e+00,-1.395999999488341192e+00,-6.572297208378345967e-01,1.701201356121921082e-01,9.372000846261487658e-08,1.196054361801756061e+00,1.745000127346311602e+00,3.449998364177385701e-01,-1.028182774037962895e-07,-6.068517765548835374e-01,-1.591689814000863401e-01,1.395999856843314291e+00,1.395999924936710990e+00,-4.234479282616123719e-01,1.139943530046603204e-01,9.342009504025055493e-08,1.030134079453152829e+00,1.745000130762040635e+00,-3.449998845084566446e-01,1.057285819258004688e-07
